股票代码,股票简称,一级行业,二级行业,三级行业
300662.SZ,科锐国际,社会服务,专业服务,人力资源服务
600662.SH,外服控股,社会服务,专业服务,人力资源服务
600861.SH,北京人力,社会服务,专业服务,人力资源服务
300795.SZ,米奥会展,社会服务,专业服务,会展服务
300860.SZ,锋尚文化,社会服务,专业服务,会展服务
600826.SH,兰生股份,社会服务,专业服务,会展服务
002243.SZ,力合科创,社会服务,专业服务,其他专业服务
300962.SZ,中金辐照,社会服务,专业服务,其他专业服务
301169.SZ,零点有数,社会服务,专业服务,其他专业服务
603373.SH,安邦护卫,社会服务,专业服务,其他专业服务
920039.BJ,国义招标,社会服务,专业服务,其他专业服务
002057.SZ,中钢天源,社会服务,专业服务,检测服务
002967.SZ,广电计量,社会服务,专业服务,检测服务
003008.SZ,开普检测,社会服务,专业服务,检测服务
300012.SZ,华测检测,社会服务,专业服务,检测服务
300215.SZ,电科院,社会服务,专业服务,检测服务
300416.SZ,苏试试验,社会服务,专业服务,检测服务
300572.SZ,安车检测,社会服务,专业服务,检测服务
300797.SZ,钢研纳克,社会服务,专业服务,检测服务
300887.SZ,谱尼测试,社会服务,专业服务,检测服务
300938.SZ,信测标准,社会服务,专业服务,检测服务
301115.SZ,联检科技,社会服务,专业服务,检测服务
301228.SZ,实朴检测,社会服务,专业服务,检测服务
301289.SZ,国缆检测,社会服务,专业服务,检测服务
301449.SZ,天溯计量,社会服务,专业服务,检测服务
301508.SZ,中机认检,社会服务,专业服务,检测服务
301632.SZ,广东建科,社会服务,专业服务,检测服务
603060.SH,国检集团,社会服务,专业服务,检测服务
603183.SH,建研院,社会服务,专业服务,检测服务
688334.SH,西高院,社会服务,专业服务,检测服务
688757.SH,胜科纳米,社会服务,专业服务,检测服务
920122.BJ,中纺标,社会服务,专业服务,检测服务
920160.BJ,北矿检测,社会服务,专业服务,检测服务
920753.BJ,天纺标,社会服务,专业服务,检测服务
002858.SZ,力盛体育,社会服务,体育Ⅱ,体育Ⅲ
600158.SH,中体产业,社会服务,体育Ⅱ,体育Ⅲ
000526.SZ,学大教育,社会服务,教育,培训教育
002607.SZ,中公教育,社会服务,教育,培训教育
003032.SZ,*ST传智,社会服务,教育,培训教育
300192.SZ,科德教育,社会服务,教育,培训教育
300338.SZ,ST开元,社会服务,教育,培训教育
300359.SZ,全通教育,社会服务,教育,培训教育
300688.SZ,创业黑马,社会服务,教育,培训教育
600661.SH,昂立教育,社会服务,教育,培训教育
600730.SH,中国高科,社会服务,教育,培训教育
603377.SH,ST东时,社会服务,教育,培训教育
605098.SH,行动教育,社会服务,教育,培训教育
002093.SZ,国脉科技,社会服务,教育,学历教育
002659.SZ,凯文教育,社会服务,教育,学历教育
300010.SZ,豆神教育,社会服务,教育,教育运营及其他
600636.SH,*ST国化,社会服务,教育,教育运营及其他
600880.SH,博瑞传播,社会服务,教育,教育运营及其他
002059.SZ,云南旅游,社会服务,旅游及景区,人工景区
300144.SZ,宋城演艺,社会服务,旅游及景区,人工景区
600138.SH,中青旅,社会服务,旅游及景区,人工景区
600593.SH,大连圣亚,社会服务,旅游及景区,人工景区
600706.SH,曲江文旅,社会服务,旅游及景区,人工景区
000524.SZ,岭南控股,社会服务,旅游及景区,旅游综合
000610.SZ,西安旅游,社会服务,旅游及景区,旅游综合
000796.SZ,凯撒旅业,社会服务,旅游及景区,旅游综合
002627.SZ,三峡旅游,社会服务,旅游及景区,旅游综合
002707.SZ,众信旅游,社会服务,旅游及景区,旅游综合
603402.SH,陕西旅游,社会服务,旅游及景区,旅游综合
000430.SZ,ST张家界,社会服务,旅游及景区,自然景区
000558.SZ,天府文旅,社会服务,旅游及景区,自然景区
000888.SZ,峨眉山A,社会服务,旅游及景区,自然景区
000978.SZ,桂林旅游,社会服务,旅游及景区,自然景区
002033.SZ,丽江股份,社会服务,旅游及景区,自然景区
002159.SZ,三特索道,社会服务,旅游及景区,自然景区
300859.SZ,西域旅游,社会服务,旅游及景区,自然景区
600054.SH,黄山旅游,社会服务,旅游及景区,自然景区
600576.SH,祥源文旅,社会服务,旅游及景区,自然景区
600749.SH,西藏旅游,社会服务,旅游及景区,自然景区
603099.SH,长白山,社会服务,旅游及景区,自然景区
603136.SH,天目湖,社会服务,旅游及景区,自然景区
603199.SH,九华旅游,社会服务,旅游及景区,自然景区
000428.SZ,华天酒店,社会服务,酒店餐饮,酒店
301073.SZ,君亭酒店,社会服务,酒店餐饮,酒店
600258.SH,首旅酒店,社会服务,酒店餐饮,酒店
600754.SH,锦江酒店,社会服务,酒店餐饮,酒店
601007.SH,金陵饭店,社会服务,酒店餐饮,酒店
000721.SZ,西安饮食,社会服务,酒店餐饮,餐饮
002186.SZ,全聚德,社会服务,酒店餐饮,餐饮
002306.SZ,*ST云网,社会服务,酒店餐饮,餐饮
605108.SH,同庆楼,社会服务,酒店餐饮,餐饮
002293.SZ,罗莱生活,纺织服饰,服装家纺,家纺
002327.SZ,富安娜,纺织服饰,服装家纺,家纺
002397.SZ,梦洁股份,纺织服饰,服装家纺,家纺
003041.SZ,真爱美家,纺织服饰,服装家纺,家纺
603365.SH,水星家纺,纺织服饰,服装家纺,家纺
605003.SH,众望布艺,纺织服饰,服装家纺,家纺
920262.BJ,太湖雪,纺织服饰,服装家纺,家纺
001234.SZ,泰慕士,纺织服饰,服装家纺,运动服装
002486.SZ,嘉麟杰,纺织服饰,服装家纺,运动服装
002780.SZ,三夫户外,纺织服饰,服装家纺,运动服装
300005.SZ,探路者,纺织服饰,服装家纺,运动服装
001209.SZ,洪兴股份,纺织服饰,服装家纺,非运动服装
002029.SZ,七匹狼,纺织服饰,服装家纺,非运动服装
002154.SZ,报喜鸟,纺织服饰,服装家纺,非运动服装
002193.SZ,如意集团,纺织服饰,服装家纺,非运动服装
002269.SZ,美邦服饰,纺织服饰,服装家纺,非运动服装
002404.SZ,嘉欣丝绸,纺织服饰,服装家纺,非运动服装
002494.SZ,华斯股份,纺织服饰,服装家纺,非运动服装
002563.SZ,森马服饰,纺织服饰,服装家纺,非运动服装
002569.SZ,*ST步森,纺织服饰,服装家纺,非运动服装
002612.SZ,朗姿股份,纺织服饰,服装家纺,非运动服装
002634.SZ,棒杰股份,纺织服饰,服装家纺,非运动服装
002656.SZ,*ST摩登,纺织服饰,服装家纺,非运动服装
002687.SZ,乔治白,纺织服饰,服装家纺,非运动服装
002762.SZ,*ST金比,纺织服饰,服装家纺,非运动服装
002763.SZ,汇洁股份,纺织服饰,服装家纺,非运动服装
002832.SZ,比音勒芬,纺织服饰,服装家纺,非运动服装
002875.SZ,安奈儿,纺织服饰,服装家纺,非运动服装
003016.SZ,欣贺股份,纺织服饰,服装家纺,非运动服装
300840.SZ,酷特智能,纺织服饰,服装家纺,非运动服装
300901.SZ,中胤时尚,纺织服饰,服装家纺,非运动服装
301088.SZ,戎美股份,纺织服饰,服装家纺,非运动服装
301276.SZ,嘉曼服饰,纺织服饰,服装家纺,非运动服装
600107.SH,ST尔雅,纺织服饰,服装家纺,非运动服装
600137.SH,浪莎股份,纺织服饰,服装家纺,非运动服装
600177.SH,雅戈尔,纺织服饰,服装家纺,非运动服装
600398.SH,海澜之家,纺织服饰,服装家纺,非运动服装
600400.SH,红豆股份,纺织服饰,服装家纺,非运动服装
600630.SH,龙头股份,纺织服饰,服装家纺,非运动服装
601566.SH,九牧王,纺织服饰,服装家纺,非运动服装
601718.SH,际华集团,纺织服饰,服装家纺,非运动服装
603196.SH,日播时尚,纺织服饰,服装家纺,非运动服装
603511.SH,爱慕股份,纺织服饰,服装家纺,非运动服装
603518.SH,锦泓集团,纺织服饰,服装家纺,非运动服装
603587.SH,地素时尚,纺织服饰,服装家纺,非运动服装
603808.SH,歌力思,纺织服饰,服装家纺,非运动服装
603839.SH,安正时尚,纺织服饰,服装家纺,非运动服装
603877.SH,太平鸟,纺织服饰,服装家纺,非运动服装
605138.SH,盛泰集团,纺织服饰,服装家纺,非运动服装
300577.SZ,开润股份,纺织服饰,服装家纺,鞋帽及其他
300591.SZ,万里马,纺织服饰,服装家纺,鞋帽及其他
300952.SZ,恒辉安防,纺织服饰,服装家纺,鞋帽及其他
603001.SH,奥康国际,纺织服饰,服装家纺,鞋帽及其他
603116.SH,红蜻蜓,纺织服饰,服装家纺,鞋帽及其他
603307.SH,扬州金泉,纺织服饰,服装家纺,鞋帽及其他
603557.SH,ST起步,纺织服饰,服装家纺,鞋帽及其他
603608.SH,天创时尚,纺织服饰,服装家纺,鞋帽及其他
603665.SH,康隆达,纺织服饰,服装家纺,鞋帽及其他
603908.SH,牧高笛,纺织服饰,服装家纺,鞋帽及其他
603958.SH,哈森股份,纺织服饰,服装家纺,鞋帽及其他
000955.SZ,欣龙控股,纺织服饰,纺织制造,其他纺织
001390.SZ,古麒绒材,纺织服饰,纺织制造,其他纺织
002144.SZ,宏达高科,纺织服饰,纺织制造,其他纺织
300819.SZ,聚杰微纤,纺织服饰,纺织制造,其他纺织
300877.SZ,金春股份,纺织服饰,纺织制造,其他纺织
300918.SZ,南山智尚,纺织服饰,纺织制造,其他纺织
301066.SZ,万事利,纺织服饰,纺织制造,其他纺织
600156.SH,华升股份,纺织服饰,纺织制造,其他纺织
600527.SH,江南高纤,纺织服饰,纺织制造,其他纺织
601599.SH,浙文影业,纺织服饰,纺织制造,其他纺织
603055.SH,台华新材,纺织服饰,纺织制造,其他纺织
603130.SH,云中马,纺织服饰,纺织制造,其他纺织
603238.SH,诺邦股份,纺织服饰,纺织制造,其他纺织
603889.SH,新澳股份,纺织服饰,纺织制造,其他纺织
605180.SH,华生科技,纺织服饰,纺织制造,其他纺织
600448.SH,华纺股份,纺织服饰,纺织制造,印染
600987.SH,航民股份,纺织服饰,纺织制造,印染
605055.SH,迎丰股份,纺织服饰,纺织制造,印染
605189.SH,富春染织,纺织服饰,纺织制造,印染
000726.SZ,鲁泰A,纺织服饰,纺织制造,棉纺
000850.SZ,华茂股份,纺织服饰,纺织制造,棉纺
002042.SZ,华孚时尚,纺织服饰,纺织制造,棉纺
002083.SZ,孚日股份,纺织服饰,纺织制造,棉纺
002394.SZ,联发股份,纺织服饰,纺织制造,棉纺
600493.SH,凤竹纺织,纺织服饰,纺织制造,棉纺
601339.SH,百隆东方,纺织服饰,纺织制造,棉纺
603558.SH,健盛集团,纺织服饰,纺织制造,棉纺
300979.SZ,华利集团,纺织服饰,纺织制造,纺织鞋类制造
002003.SZ,伟星股份,纺织服饰,纺织制造,辅料
002098.SZ,浔兴股份,纺织服饰,纺织制造,辅料
002674.SZ,兴业科技,纺织服饰,纺织制造,辅料
920527.BJ,夜光明,纺织服饰,纺织制造,辅料
600439.SH,瑞贝卡,纺织服饰,饰品,其他饰品
600735.SH,ST新华锦,纺织服饰,饰品,其他饰品
000017.SZ,深中华A,纺织服饰,饰品,钟表珠宝
000026.SZ,飞亚达,纺织服饰,饰品,钟表珠宝
002345.SZ,潮宏基,纺织服饰,饰品,钟表珠宝
002574.SZ,明牌珠宝,纺织服饰,饰品,钟表珠宝
002721.SZ,金一文化,纺织服饰,饰品,钟表珠宝
002731.SZ,ST萃华,纺织服饰,饰品,钟表珠宝
002867.SZ,周大生,纺织服饰,饰品,钟表珠宝
300945.SZ,曼卡龙,纺织服饰,饰品,钟表珠宝
301177.SZ,迪阿股份,纺织服饰,饰品,钟表珠宝
600612.SH,老凤祥,纺织服饰,饰品,钟表珠宝
600916.SH,中国黄金,纺织服饰,饰品,钟表珠宝
603900.SH,莱绅通灵,纺织服饰,饰品,钟表珠宝
605599.SH,菜百股份,纺织服饰,饰品,钟表珠宝
000025.SZ,特力A,综合,综合Ⅱ,综合Ⅲ
000421.SZ,南京公用,综合,综合Ⅱ,综合Ⅲ
000523.SZ,红棉股份,综合,综合Ⅱ,综合Ⅲ
000632.SZ,三木集团,综合,综合Ⅱ,综合Ⅲ
000652.SZ,泰达股份,综合,综合Ⅱ,综合Ⅲ
000753.SZ,漳州发展,综合,综合Ⅱ,综合Ⅲ
000833.SZ,粤桂股份,综合,综合Ⅱ,综合Ⅲ
600051.SH,宁波联合,综合,综合Ⅱ,综合Ⅲ
600620.SH,天宸股份,综合,综合Ⅱ,综合Ⅲ
600673.SH,东阳光,综合,综合Ⅱ,综合Ⅲ
600682.SH,南京新百,综合,综合Ⅱ,综合Ⅲ
600689.SH,上海三毛,综合,综合Ⅱ,综合Ⅲ
600770.SH,综艺股份,综合,综合Ⅱ,综合Ⅲ
600805.SH,悦达投资,综合,综合Ⅱ,综合Ⅲ
600881.SH,亚泰集团,综合,综合Ⅱ,综合Ⅲ
001328.SZ,登康口腔,美容护理,个护用品,洗护用品
600249.SH,两面针,美容护理,个护用品,洗护用品
603059.SH,倍加洁,美容护理,个护用品,洗护用品
603193.SH,润本股份,美容护理,个护用品,洗护用品
001206.SZ,依依股份,美容护理,个护用品,生活用纸
002511.SZ,中顺洁柔,美容护理,个护用品,生活用纸
003006.SZ,百亚股份,美容护理,个护用品,生活用纸
300658.SZ,延江股份,美容护理,个护用品,生活用纸
300888.SZ,稳健医疗,美容护理,个护用品,生活用纸
301009.SZ,可靠股份,美容护理,个护用品,生活用纸
301108.SZ,洁雅股份,美容护理,个护用品,生活用纸
605009.SH,豪悦护理,美容护理,个护用品,生活用纸
002094.SZ,青岛金王,美容护理,化妆品,化妆品制造及其他
300132.SZ,青松股份,美容护理,化妆品,化妆品制造及其他
300849.SZ,锦盛新材,美容护理,化妆品,化妆品制造及其他
300856.SZ,科思股份,美容护理,化妆品,化妆品制造及其他
300886.SZ,华业香料,美容护理,化妆品,化妆品制造及其他
300955.SZ,嘉亨家化,美容护理,化妆品,化妆品制造及其他
920123.BJ,芭薇股份,美容护理,化妆品,化妆品制造及其他
300740.SZ,水羊股份,美容护理,化妆品,品牌化妆品
300957.SZ,贝泰妮,美容护理,化妆品,品牌化妆品
301371.SZ,敷尔佳,美容护理,化妆品,品牌化妆品
600223.SH,福瑞达,美容护理,化妆品,品牌化妆品
600315.SH,上海家化,美容护理,化妆品,品牌化妆品
603605.SH,珀莱雅,美容护理,化妆品,品牌化妆品
603630.SH,拉芳家化,美容护理,化妆品,品牌化妆品
603983.SH,丸美生物,美容护理,化妆品,品牌化妆品
000615.SZ,*ST美谷,美容护理,医疗美容,医美服务
300896.SZ,爱美客,美容护理,医疗美容,医美耗材
688363.SH,华熙生物,美容护理,医疗美容,医美耗材
920982.BJ,锦波生物,美容护理,医疗美容,医美耗材
000034.SZ,神州数码,计算机,IT服务Ⅱ,IT服务Ⅲ
000158.SZ,常山北明,计算机,IT服务Ⅱ,IT服务Ⅲ
000409.SZ,云鼎科技,计算机,IT服务Ⅱ,IT服务Ⅲ
000555.SZ,神州信息,计算机,IT服务Ⅱ,IT服务Ⅲ
000815.SZ,美利云,计算机,IT服务Ⅱ,IT服务Ⅲ
000938.SZ,紫光股份,计算机,IT服务Ⅱ,IT服务Ⅲ
002065.SZ,东华软件,计算机,IT服务Ⅱ,IT服务Ⅲ
002195.SZ,岩山科技,计算机,IT服务Ⅱ,IT服务Ⅲ
002232.SZ,启明信息,计算机,IT服务Ⅱ,IT服务Ⅲ
002331.SZ,皖通科技,计算机,IT服务Ⅱ,IT服务Ⅲ
002368.SZ,太极股份,计算机,IT服务Ⅱ,IT服务Ⅲ
002373.SZ,千方科技,计算机,IT服务Ⅱ,IT服务Ⅲ
002380.SZ,科远智慧,计算机,IT服务Ⅱ,IT服务Ⅲ
002401.SZ,中远海科,计算机,IT服务Ⅱ,IT服务Ⅲ
002421.SZ,达实智能,计算机,IT服务Ⅱ,IT服务Ⅲ
002474.SZ,榕基软件,计算机,IT服务Ⅱ,IT服务Ⅲ
002609.SZ,捷顺科技,计算机,IT服务Ⅱ,IT服务Ⅲ
002642.SZ,荣联科技,计算机,IT服务Ⅱ,IT服务Ⅲ
002649.SZ,博彦科技,计算机,IT服务Ⅱ,IT服务Ⅲ
002657.SZ,中科金财,计算机,IT服务Ⅱ,IT服务Ⅲ
002771.SZ,真视通,计算机,IT服务Ⅱ,IT服务Ⅲ
002777.SZ,久远银海,计算机,IT服务Ⅱ,IT服务Ⅲ
002908.SZ,德生科技,计算机,IT服务Ⅱ,IT服务Ⅲ
003005.SZ,竞业达,计算机,IT服务Ⅱ,IT服务Ⅲ
300017.SZ,网宿科技,计算机,IT服务Ⅱ,IT服务Ⅲ
300020.SZ,ST银江,计算机,IT服务Ⅱ,IT服务Ⅲ
300044.SZ,ST赛为,计算机,IT服务Ⅱ,IT服务Ⅲ
300078.SZ,思创智联,计算机,IT服务Ⅱ,IT服务Ⅲ
300079.SZ,数码视讯,计算机,IT服务Ⅱ,IT服务Ⅲ
300096.SZ,ST易联众,计算机,IT服务Ⅱ,IT服务Ⅲ
300150.SZ,世纪瑞尔,计算机,IT服务Ⅱ,IT服务Ⅲ
300166.SZ,东方国信,计算机,IT服务Ⅱ,IT服务Ⅲ
300167.SZ,ST迪威迅,计算机,IT服务Ⅱ,IT服务Ⅲ
300168.SZ,万达信息,计算机,IT服务Ⅱ,IT服务Ⅲ
300170.SZ,汉得信息,计算机,IT服务Ⅱ,IT服务Ⅲ
300212.SZ,易华录,计算机,IT服务Ⅱ,IT服务Ⅲ
300231.SZ,银信科技,计算机,IT服务Ⅱ,IT服务Ⅲ
300245.SZ,天玑科技,计算机,IT服务Ⅱ,IT服务Ⅲ
300250.SZ,初灵信息,计算机,IT服务Ⅱ,IT服务Ⅲ
300264.SZ,佳创视讯,计算机,IT服务Ⅱ,IT服务Ⅲ
300271.SZ,华宇软件,计算机,IT服务Ⅱ,IT服务Ⅲ
300277.SZ,海联讯,计算机,IT服务Ⅱ,IT服务Ⅲ
300287.SZ,飞利信,计算机,IT服务Ⅱ,IT服务Ⅲ
300288.SZ,朗玛信息,计算机,IT服务Ⅱ,IT服务Ⅲ
300290.SZ,荣科科技,计算机,IT服务Ⅱ,IT服务Ⅲ
300300.SZ,海峡创新,计算机,IT服务Ⅱ,IT服务Ⅲ
300339.SZ,润和软件,计算机,IT服务Ⅱ,IT服务Ⅲ
300399.SZ,天利科技,计算机,IT服务Ⅱ,IT服务Ⅲ
300419.SZ,ST浩丰,计算机,IT服务Ⅱ,IT服务Ⅲ
300440.SZ,运达科技,计算机,IT服务Ⅱ,IT服务Ⅲ
300448.SZ,浩云科技,计算机,IT服务Ⅱ,IT服务Ⅲ
300496.SZ,中科创达,计算机,IT服务Ⅱ,IT服务Ⅲ
300523.SZ,辰安科技,计算机,IT服务Ⅱ,IT服务Ⅲ
300532.SZ,今天国际,计算机,IT服务Ⅱ,IT服务Ⅲ
300541.SZ,先进数通,计算机,IT服务Ⅱ,IT服务Ⅲ
300609.SZ,汇纳科技,计算机,IT服务Ⅱ,IT服务Ⅲ
300634.SZ,彩讯股份,计算机,IT服务Ⅱ,IT服务Ⅲ
300674.SZ,宇信科技,计算机,IT服务Ⅱ,IT服务Ⅲ
300678.SZ,中科信息,计算机,IT服务Ⅱ,IT服务Ⅲ
300682.SZ,朗新科技,计算机,IT服务Ⅱ,IT服务Ⅲ
300687.SZ,赛意信息,计算机,IT服务Ⅱ,IT服务Ⅲ
300846.SZ,首都在线,计算机,IT服务Ⅱ,IT服务Ⅲ
300872.SZ,天阳科技,计算机,IT服务Ⅱ,IT服务Ⅲ
300895.SZ,铜牛信息,计算机,IT服务Ⅱ,IT服务Ⅲ
301085.SZ,亚康股份,计算机,IT服务Ⅱ,IT服务Ⅲ
301172.SZ,君逸数码,计算机,IT服务Ⅱ,IT服务Ⅲ
301178.SZ,天亿马,计算机,IT服务Ⅱ,IT服务Ⅲ
301185.SZ,鸥玛软件,计算机,IT服务Ⅱ,IT服务Ⅲ
301208.SZ,中亦科技,计算机,IT服务Ⅱ,IT服务Ⅲ
301218.SZ,华是科技,计算机,IT服务Ⅱ,IT服务Ⅲ
301236.SZ,软通动力,计算机,IT服务Ⅱ,IT服务Ⅲ
301248.SZ,杰创智能,计算机,IT服务Ⅱ,IT服务Ⅲ
301316.SZ,慧博云通,计算机,IT服务Ⅱ,IT服务Ⅲ
301396.SZ,宏景科技,计算机,IT服务Ⅱ,IT服务Ⅲ
301556.SZ,托普云农,计算机,IT服务Ⅱ,IT服务Ⅲ
301638.SZ,南网数字,计算机,IT服务Ⅱ,IT服务Ⅲ
600131.SH,国网信通,计算机,IT服务Ⅱ,IT服务Ⅲ
600271.SH,航天信息,计算机,IT服务Ⅱ,IT服务Ⅲ
600410.SH,华胜天成,计算机,IT服务Ⅱ,IT服务Ⅲ
600446.SH,金证股份,计算机,IT服务Ⅱ,IT服务Ⅲ
600476.SH,湘邮科技,计算机,IT服务Ⅱ,IT服务Ⅲ
600536.SH,中国软件,计算机,IT服务Ⅱ,IT服务Ⅲ
600571.SH,信雅达,计算机,IT服务Ⅱ,IT服务Ⅲ
600589.SH,大位科技,计算机,IT服务Ⅱ,IT服务Ⅲ
600718.SH,东软集团,计算机,IT服务Ⅱ,IT服务Ⅲ
600728.SH,佳都科技,计算机,IT服务Ⅱ,IT服务Ⅲ
600756.SH,浪潮软件,计算机,IT服务Ⅱ,IT服务Ⅲ
600797.SH,浙大网新,计算机,IT服务Ⅱ,IT服务Ⅲ
600845.SH,宝信软件,计算机,IT服务Ⅱ,IT服务Ⅲ
600850.SH,电科数字,计算机,IT服务Ⅱ,IT服务Ⅲ
603138.SH,海量数据,计算机,IT服务Ⅱ,IT服务Ⅲ
603171.SH,税友股份,计算机,IT服务Ⅱ,IT服务Ⅲ
603636.SH,南威软件,计算机,IT服务Ⅱ,IT服务Ⅲ
603859.SH,能科科技,计算机,IT服务Ⅱ,IT服务Ⅲ
603869.SH,ST智知,计算机,IT服务Ⅱ,IT服务Ⅲ
603887.SH,城地香江,计算机,IT服务Ⅱ,IT服务Ⅲ
603918.SH,金桥信息,计算机,IT服务Ⅱ,IT服务Ⅲ
605398.SH,新炬网络,计算机,IT服务Ⅱ,IT服务Ⅲ
688004.SH,博汇科技,计算机,IT服务Ⅱ,IT服务Ⅲ
688039.SH,当虹科技,计算机,IT服务Ⅱ,IT服务Ⅲ
688051.SH,佳华科技,计算机,IT服务Ⅱ,IT服务Ⅲ
688066.SH,航天宏图,计算机,IT服务Ⅱ,IT服务Ⅲ
688088.SH,虹软科技,计算机,IT服务Ⅱ,IT服务Ⅲ
688158.SH,优刻得,计算机,IT服务Ⅱ,IT服务Ⅲ
688207.SH,格灵深瞳,计算机,IT服务Ⅱ,IT服务Ⅲ
688227.SH,品高股份,计算机,IT服务Ⅱ,IT服务Ⅲ
688228.SH,开普云,计算机,IT服务Ⅱ,IT服务Ⅲ
688229.SH,博睿数据,计算机,IT服务Ⅱ,IT服务Ⅲ
688251.SH,井松智能,计算机,IT服务Ⅱ,IT服务Ⅲ
688258.SH,卓易信息,计算机,IT服务Ⅱ,IT服务Ⅲ
688316.SH,青云科技,计算机,IT服务Ⅱ,IT服务Ⅲ
688327.SH,云从科技,计算机,IT服务Ⅱ,IT服务Ⅲ
688343.SH,云天励飞,计算机,IT服务Ⅱ,IT服务Ⅲ
688365.SH,光云科技,计算机,IT服务Ⅱ,IT服务Ⅲ
688500.SH,慧辰股份,计算机,IT服务Ⅱ,IT服务Ⅲ
688509.SH,正元地信,计算机,IT服务Ⅱ,IT服务Ⅲ
688562.SH,航天软件,计算机,IT服务Ⅱ,IT服务Ⅲ
688568.SH,中科星图,计算机,IT服务Ⅱ,IT服务Ⅲ
688787.SH,海天瑞声,计算机,IT服务Ⅱ,IT服务Ⅲ
920092.BJ,汉鑫科技,计算机,IT服务Ⅱ,IT服务Ⅲ
920116.BJ,星图测控,计算机,IT服务Ⅱ,IT服务Ⅲ
920130.BJ,立方控股,计算机,IT服务Ⅱ,IT服务Ⅲ
920171.BJ,志晟信息,计算机,IT服务Ⅱ,IT服务Ⅲ
920184.BJ,国源科技,计算机,IT服务Ⅱ,IT服务Ⅲ
920227.BJ,美登科技,计算机,IT服务Ⅱ,IT服务Ⅲ
920305.BJ,*ST云创,计算机,IT服务Ⅱ,IT服务Ⅲ
920493.BJ,并行科技,计算机,IT服务Ⅱ,IT服务Ⅲ
920564.BJ,天润科技,计算机,IT服务Ⅱ,IT服务Ⅲ
920748.BJ,路桥信息,计算机,IT服务Ⅱ,IT服务Ⅲ
920790.BJ,联迪信息,计算机,IT服务Ⅱ,IT服务Ⅲ
920806.BJ,云星宇,计算机,IT服务Ⅱ,IT服务Ⅲ
920953.BJ,国子软件,计算机,IT服务Ⅱ,IT服务Ⅲ
000066.SZ,中国长城,计算机,计算机设备,其他计算机设备
000977.SZ,浪潮信息,计算机,计算机设备,其他计算机设备
000997.SZ,新大陆,计算机,计算机设备,其他计算机设备
001229.SZ,魅视科技,计算机,计算机设备,其他计算机设备
001339.SZ,智微智能,计算机,计算机设备,其他计算机设备
002152.SZ,广电运通,计算机,计算机设备,其他计算机设备
002177.SZ,御银股份,计算机,计算机设备,其他计算机设备
002180.SZ,纳思达,计算机,计算机设备,其他计算机设备
002197.SZ,证通电子,计算机,计算机设备,其他计算机设备
002268.SZ,电科网安,计算机,计算机设备,其他计算机设备
002376.SZ,新北洋,计算机,计算机设备,其他计算机设备
002512.SZ,ST达华,计算机,计算机设备,其他计算机设备
002577.SZ,雷柏科技,计算机,计算机设备,其他计算机设备
002869.SZ,金溢科技,计算机,计算机设备,其他计算机设备
002912.SZ,中新赛克,计算机,计算机设备,其他计算机设备
002970.SZ,锐明技术,计算机,计算机设备,其他计算机设备
002990.SZ,盛视科技,计算机,计算机设备,其他计算机设备
300042.SZ,朗科科技,计算机,计算机设备,其他计算机设备
300130.SZ,新国都,计算机,计算机设备,其他计算机设备
300248.SZ,新开普,计算机,计算机设备,其他计算机设备
300249.SZ,依米康,计算机,计算机设备,其他计算机设备
300302.SZ,同有科技,计算机,计算机设备,其他计算机设备
300324.SZ,旋极信息,计算机,计算机设备,其他计算机设备
300333.SZ,兆日科技,计算机,计算机设备,其他计算机设备
300368.SZ,汇金股份,计算机,计算机设备,其他计算机设备
300386.SZ,飞天诚信,计算机,计算机设备,其他计算机设备
300455.SZ,航天智装,计算机,计算机设备,其他计算机设备
300462.SZ,ST华铭,计算机,计算机设备,其他计算机设备
300479.SZ,神思电子,计算机,计算机设备,其他计算机设备
300508.SZ,维宏股份,计算机,计算机设备,其他计算机设备
300531.SZ,优博讯,计算机,计算机设备,其他计算机设备
300546.SZ,雄帝科技,计算机,计算机设备,其他计算机设备
300551.SZ,古鳌科技,计算机,计算机设备,其他计算机设备
300552.SZ,万集科技,计算机,计算机设备,其他计算机设备
300645.SZ,正元智慧,计算机,计算机设备,其他计算机设备
300659.SZ,中孚信息,计算机,计算机设备,其他计算机设备
300743.SZ,天地数码,计算机,计算机设备,其他计算机设备
300771.SZ,智莱科技,计算机,计算机设备,其他计算机设备
300789.SZ,唐源电气,计算机,计算机设备,其他计算机设备
300807.SZ,天迈科技,计算机,计算机设备,其他计算机设备
300845.SZ,捷安高科,计算机,计算机设备,其他计算机设备
300847.SZ,中船汉光,计算机,计算机设备,其他计算机设备
300941.SZ,创识科技,计算机,计算机设备,其他计算机设备
301339.SZ,通行宝,计算机,计算机设备,其他计算机设备
301391.SZ,卡莱特,计算机,计算机设备,其他计算机设备
301503.SZ,智迪科技,计算机,计算机设备,其他计算机设备
301589.SZ,诺瓦星云,计算机,计算机设备,其他计算机设备
301600.SZ,慧翰股份,计算机,计算机设备,其他计算机设备
301608.SZ,博实结,计算机,计算机设备,其他计算机设备
600100.SH,同方股份,计算机,计算机设备,其他计算机设备
603019.SH,中科曙光,计算机,计算机设备,其他计算机设备
603106.SH,恒银科技,计算机,计算机设备,其他计算机设备
603496.SH,恒为科技,计算机,计算机设备,其他计算机设备
603516.SH,淳中科技,计算机,计算机设备,其他计算机设备
